Tickets_Booked,Train_Delay_Minutes,Weather_Impact,Festival_Impact,Congestion,Year,Month,Day,Weekday,Is_Weekend,Is_Festival_Week,Destination_Ahmedabad,Destination_Bengaluru City,Destination_Chennai Central,Destination_Hyderabad Deccan,Destination_Kolkata,Destination_Lucknow NR,Destination_Mumbai Central,Destination_New Delhi,Destination_Patna Junction,Destination_Pune Junction,Festival_Name_Christmas,Festival_Name_Diwali,Festival_Name_Holi,Festival_Name_Independence Day,Festival_Name_Makar Sankranti,Festival_Name_Tamil New Year,Tickets_Booked_Norm,Weekdays_Norm
772,41,0.6,0,0.23552091191015,2021,5,28,4,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.272,0.5
579,0,0.3,0,0.18699186991869915,2023,5,19,4,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.079,0.5
1059,9,0.3,0,0.2238705892213561,2023,6,21,2,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.559,0.16666666666666666
551,0,0.8,0,0.05422848042913418,2023,3,14,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.051,0.0
1113,40,0.1,0,0.15363339200402312,2023,9,25,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.613,-0.16666666666666666
618,21,0.9,0,0.071075349928757,2020,4,7,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.118,0.0
633,35,0.1,0,0.2005699438437683,2019,2,8,4,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.133,0.5
1153,0,0.1,0,0.20559886011231243,2019,2,12,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.653,0.0
552,0,0.8,0,0.054479926242561386,2020,5,12,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.052,0.0
1052,0,0.1,0,0.1802028329561646,2022,3,22,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.552,0.0
1142,0,0.6,0,0.37046349844941745,2020,2,15,5,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.642,0.6666666666666666
940,37,0.3,0,0.3196714441371218,2023,9,30,5,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.44,0.6666666666666666
1176,0,0.8,0,0.16947447824993714,2020,7,6,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.676,-0.16666666666666666
690,34,0.1,0,0.29871762635152127,2023,10,1,6,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19,0.8333333333333334
1183,32,0.9,0,0.422680412371134,2023,7,9,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.683,0.8333333333333334
924,26,0.6,0,0.2318330399798843,2023,1,12,3,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.424,0.3333333333333333
533,14,0.9,0,0.21733299807224873,2022,3,26,5,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.033,0.6666666666666666
1166,0,0.8,0,0.20886765568686613,2021,3,9,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.666,0.0
585,35,0.3,0,0.020870002514458134,2022,6,20,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.085,-0.16666666666666666
513,52,0.8,0,0.2542117173749057,2020,4,19,6,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.013,0.8333333333333334
1274,0,0.9,0,0.23602380353700442,2023,12,26,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.774,0.0
733,0,0.1,0,0.14189925404408682,2023,12,20,2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.233,0.16666666666666666
1097,21,0.6,0,0.4010560724163943,2021,12,26,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.597,0.8333333333333334
1283,46,0.8,0,0.44782499371385465,2022,9,11,6,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.783,0.8333333333333334
629,52,0.6,0,0.2833794317324616,2023,11,26,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.129,0.8333333333333334
604,0,0.6,0,0.15137037968317826,2019,10,31,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.104,0.3333333333333333
956,29,0.1,0,0.15606403486715278,2020,12,1,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.456,0.0
873,8,0.6,0,0.1771016679238957,2023,12,27,2,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.373,0.16666666666666666
829,50,0.8,0,0.2079456877042997,2020,8,6,3,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.329,0.3333333333333333
637,0,0.1,0,0.20157572709747715,2022,10,14,4,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.137,0.5
786,22,0.3,0,0.15522588215572874,2023,3,22,2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.286,0.16666666666666666
1284,16,0.1,0,0.4061688039560808,2023,4,15,5,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.784,0.6666666666666666
517,0,0.1,0,0.1294945939150113,2023,3,2,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.017,0.3333333333333333
1247,21,0.8,0,0.2711424021456709,2023,1,18,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.747,0.16666666666666666
727,9,0.3,0,0.05657530802112144,2020,3,2,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.227,-0.16666666666666666
680,34,0.8,0,0.17048026150364592,2019,2,7,3,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.18,0.3333333333333333
936,0,0.8,0,0.23485038974101077,2019,1,17,3,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.436,0.3333333333333333
558,0,0.9,0,0.13980387226552676,2019,9,12,3,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.058,0.3333333333333333
1336,18,0.8,0,0.20970580839829014,2020,5,18,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.836,-0.16666666666666666
621,23,0.1,0,0.281367865225044,2022,7,3,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.121,0.8333333333333334
656,0,0.3,0,0.16444556198139298,2022,6,23,3,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.156,0.3333333333333333
660,20,0.3,0,0.20735898080630288,2022,4,8,4,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16,0.5
1269,33,0.9,0,0.4443047523258738,2023,6,25,6,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.769,0.8333333333333334
570,5,0.9,0,0.059005950884251104,2022,9,6,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.07,0.0
1095,0,0.3,0,0.23292263850473552,2023,5,17,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.595,0.16666666666666666
732,22,0.9,0,0.30927835051546393,2020,6,28,6,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.232,0.8333333333333334
503,0,0.1,0,0.20978962366943255,2023,2,11,5,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.003,0.6666666666666666
547,25,0.9,0,0.011315061604224288,2019,5,20,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.047,-0.16666666666666666
1243,0,0.9,1,0.9406587880311792,2022,12,25,6,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.743,0.8333333333333334
1229,56,0.3,0,0.18280110636157906,2021,12,27,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.729,-0.16666666666666666
935,0,0.6,0,0.2765065794987847,2023,1,13,4,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.435,0.5
505,47,0.8,0,0.08456960858268375,2021,6,16,2,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.005,0.16666666666666666
559,18,0.1,0,0.26577822479255725,2020,2,23,6,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.059,0.8333333333333334
1251,50,0.9,0,0.1883329142569776,2023,7,24,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.751,-0.16666666666666666
881,14,0.1,0,0.26292850557371555,2019,1,11,4,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.381,0.5
1311,31,0.3,0,0.3710502053474143,2021,10,29,4,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.811,0.5
1483,10,0.3,0,0.4142988852568938,2019,10,25,4,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.983,0.5
1073,0,0.8,0,0.22739083060933699,2020,6,24,2,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.573,0.16666666666666666
1226,8,0.8,0,0.34967731120610174,2022,5,27,4,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.726,0.5
910,52,0.6,0,0.10258989187830021,2021,2,15,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.41,-0.16666666666666666
1345,35,0.3,0,0.2957840918615372,2020,10,21,2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.845,0.16666666666666666
1303,20,0.8,0,0.4528539099823988,2020,7,19,6,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.803,0.8333333333333334
932,21,0.1,0,0.35956751320090524,2020,6,14,6,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.432,0.8333333333333334
703,60,0.1,0,0.21817115078367277,2023,8,25,4,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.203,0.5
982,0,0.8,0,0.33023216830106444,2023,3,11,5,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.482,0.6666666666666666
1027,0,0.1,0,0.2577319587628866,2020,3,26,3,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.527,0.3333333333333333
636,47,0.1,0,0.15941664571284886,2019,4,4,3,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.136,0.3333333333333333
1374,30,0.3,0,0.3449836560221272,2022,1,6,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.874,0.3333333333333333
1421,37,0.3,0,0.23107870253960272,2019,6,3,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.921,-0.16666666666666666
659,15,0.6,0,0.08138462827927248,2019,7,16,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.159,0.0
855,19,0.1,0,0.3402061855670103,2022,3,20,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.355,0.8333333333333334
623,43,0.1,0,0.030424943424691975,2021,10,4,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.123,-0.16666666666666666
500,52,0.8,0,0.2090352862291509,2023,2,25,5,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6666666666666666
1484,8,0.3,0,0.33073505992791885,2021,6,9,2,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.984,0.16666666666666666
1462,57,0.8,0,0.3252032520325203,2019,10,16,2,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.962,0.16666666666666666
947,0,0.3,0,0.23761629368871004,2022,11,10,3,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.447,0.3333333333333333
941,53,0.6,0,0.1103847120945436,2019,10,7,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.441,-0.16666666666666666
511,0,0.1,0,0.12798591903444806,2020,5,7,3,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.011,0.3333333333333333
992,8,0.8,0,0.3746542620065376,2023,12,17,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.492,0.8333333333333334
1496,0,0.8,0,0.29184477411784426,2021,6,1,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.996,0.0
1240,0,0.1,0,0.18556701030927833,2021,7,26,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.74,-0.16666666666666666
1073,35,0.1,0,0.35311373732294016,2020,2,29,5,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.573,0.6666666666666666
631,6,0.8,0,0.28388232335931607,2023,7,30,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.131,0.8333333333333334
579,0,0.1,0,0.1450842343474981,2020,7,9,3,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.079,0.3333333333333333
932,46,0.1,0,0.23384460648730196,2022,1,27,3,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.432,0.3333333333333333
864,0,0.9,0,0.3424691978878552,2022,4,3,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.364,0.8333333333333334
928,0,0.8,0,0.10711591651998992,2023,10,2,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.428,-0.16666666666666666
1064,51,0.3,0,0.3089430894308943,2020,7,3,4,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.564,0.5
532,1,0.8,0,0.1332662811164194,2022,5,12,3,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.032,0.3333333333333333
1233,33,0.9,0,0.4352527030424943,2022,9,4,6,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.733,0.8333333333333334
1455,33,0.8,0,0.40725840248093204,2019,4,5,4,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.955,0.5
1404,37,0.9,0,0.2268041237113402,2023,4,10,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.904,-0.16666666666666666
1430,40,0.9,0,0.48478752828765403,2022,6,5,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.93,0.8333333333333334
605,0,0.9,0,0.02589891878300226,2023,9,18,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.105,-0.16666666666666666
1166,33,0.3,0,0.41840583354287153,2020,11,1,6,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.666,0.8333333333333334
1171,10,0.9,0,0.21012488475400215,2019,5,28,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.671,0.0
1031,32,0.6,0,0.34255301315899755,2023,12,2,5,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.531,0.6666666666666666
1146,53,0.1,0,0.28765401056072415,2021,4,8,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.646,0.3333333333333333
998,42,0.1,0,0.29234766574469867,2023,7,14,4,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.498,0.5
927,0,0.6,0,0.10686447070656271,2021,2,22,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.427,-0.16666666666666666
570,17,0.3,0,0.22663649316905535,2020,1,11,5,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07,0.6666666666666666
993,0,0.8,0,0.12345989439275835,2023,1,23,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.493,-0.16666666666666666
521,46,0.9,0,0.25622328388232335,2020,10,25,6,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.021,0.8333333333333334
997,48,0.6,0,0.2501885843600704,2023,6,1,3,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.497,0.3333333333333333
1096,0,0.1,0,0.19126644874696166,2021,2,9,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.596,0.0
531,0,0.8,0,0.09110719973179111,2019,3,13,2,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.031,0.16666666666666666
1100,59,0.9,0,0.15036459642946942,2021,9,6,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6,-0.16666666666666666
1283,0,0.3,0,0.23828681585784928,2021,12,21,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.783,0.0
1250,0,0.3,0,0.3557120107283547,2023,8,25,4,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,0.5
529,10,0.6,0,0.006789036962534572,2019,10,7,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.029,-0.16666666666666666
820,0,0.3,0,0.16377503981225378,2019,6,5,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32,0.16666666666666666
1142,15,0.3,0,0.1609253205934121,2023,6,19,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.642,-0.16666666666666666
1043,57,0.1,1,0.7646467186321348,2019,10,24,3,0,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.543,0.3333333333333333
1099,0,0.3,0,0.27583605732964545,2022,5,5,3,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.599,0.3333333333333333
551,15,0.6,0,0.09613611600033524,2022,6,29,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.051,0.16666666666666666
1067,0,0.8,0,0.2677897912999748,2022,11,3,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.567,0.3333333333333333
1407,29,0.9,0,0.2694660967228229,2021,8,10,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.907,0.0
540,42,0.9,0,0.09337021205263597,2019,9,4,2,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.04,0.16666666666666666
1172,4,0.1,0,0.1684686949962283,2022,7,25,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.672,-0.16666666666666666
1094,23,0.6,0,0.27457882826250946,2020,12,3,3,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.594,0.3333333333333333
1202,0,0.8,0,0.21791970497024554,2021,8,3,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.702,0.0
1223,7,0.1,0,0.3489229737658201,2021,8,6,4,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.723,0.5
1219,0,0.1,0,0.3479171905121113,2021,8,13,4,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.719,0.5
